employee_id,nome,role,ruolo,reparto_id,reparto_label,ore_dovute_mese_h,saldo_prog_iniziale_h,max_month_hours_h,max_week_hours_h,can_work_night,max_nights_week,max_nights_month,max_consecutive_nights,saturday_count_ytd,sunday_count_ytd,holiday_count_ytd,rest11h_max_monthly_exceptions,rest11h_max_consecutive_exceptions,pool_id,cross_max_shifts_month
6750,Nome-6750 Cognome-6750,CR,CR,RIA,,150.00,-1.50,,,,,,,,,,,,,
6941,Nome-6941 Cognome-6941,NEURO,NEURO,RIA,,158.25,-7.35,,,,,,,,,,,,,
6986,Nome-6986 Cognome-6986,FIS.,FIS.,RIA,,150.00,-48.60,,,,,,,,,,,,,
7169,Nome-7169 Cognome-7169,FIS.,FIS.,RIA,,150.00,11.50,,,,,,,,,,,,,
7224,Nome-7224 Cognome-7224,FIS.,FIS.,RIA,,150.00,-21.00,,,,,,,,,,,,,
7318,Nome-7318 Cognome-7318,TEROC,TEROC,RIA,,150.00,31.50,,,,,,,,,,,,,
7350,Nome-7350 Cognome-7350,BIOTEC,BIOTEC,MED,,158.25,44.93,,,,,,,,,,,,,
7407,Nome-7407 Cognome-7407,FIS.,FIS.,RIA,,150.00,-5.50,,,,,,,,,,,,,
7428,Nome-7428 Cognome-7428,NEURO,NEURO,RIA,,158.25,-40.00,,,,,,,,,,,,,
7561,Nome-7561 Cognome-7561,LOGO,LOGO,RIA,,150.00,-15.00,,,,,,,,,,,,,
7620,Nome-7620 Cognome-7620,CS,CS,REP2,,150.00,5.00,,,,,,,,,,,,,
7640,Nome-7640 Cognome-7640,CS,CS,REP5,,150.00,0.50,,,,,,,,,,,,,
7709,Nome-7709 Cognome-7709,IP,IP,REP5,,150.00,93.25,,,,,,,,,,,,,
7875,Nome-7875 Cognome-7875,CS,CS,REP5,,150.00,15.00,,,,,,,,,,,,,
7905,Nome-7905 Cognome-7905,BIOTEC,BIOTEC,MED,,158.25,-24.23,,,,,,,,,,,,,
7911,Nome-7911 Cognome-7911,MEDSP,MEDSP,MED,,158.25,-19.57,,,,,,,,,,,,,
7913,Nome-7913 Cognome-7913,LOGO,LOGO,RIA,,150.00,7.05,,,,,,,,,,,,,
7918,Nome-7918 Cognome-7918,MEDSP,MEDSP,MED,,150.00,0.00,,,,,,,,,,,,,
7945,Nome-7945 Cognome-7945,NEURO,NEURO,RIA,,125.00,24.23,,,,,,,,,,,,,
8016,Nome-8016 Cognome-8016,RICS,RICS,MED,,158.25,11.33,,,,,,,,,,,,,
8098,Nome-8098 Cognome-8098,OSS,OSS,REP3,,150.00,9.50,,,,,,,,,,,,,
8099,Nome-8099 Cognome-8099,OSS,OSS,REP2,,150.00,51.00,,,,,,,,,,,,,
8102,Nome-8102 Cognome-8102,OSS,OSS,REP3,,150.00,30.50,,,,,,,,,,,,,
8103,Nome-8103 Cognome-8103,OSS,OSS,REP0,,150.00,51.00,,,,,,,,,,,,,
8104,Nome-8104 Cognome-8104,OSS,OSS,REP2,,150.00,50.00,,,,,,,,,,,,,
8105,Nome-8105 Cognome-8105,OSS,OSS,REP2,,150.00,-0.50,,,,,,,,,,,,,
8107,Nome-8107 Cognome-8107,OSS,OSS,REP3,,150.00,75.00,,,,,,,,,,,,,
8108,Nome-8108 Cognome-8108,OSS,OSS,REP3,,150.00,-11.00,,,,,,,,,,,,,
8109,Nome-8109 Cognome-8109,OSS,OSS,REP3,,150.00,12.50,,,,,,,,,,,,,
8110,Nome-8110 Cognome-8110,OSS,OSS,REP2,,150.00,98.50,,,,,,,,,,,,,
8113,Nome-8113 Cognome-8113,OSS,OSS,REP5,,150.00,36.20,,,,,,,,,,,,,
8114,Nome-8114 Cognome-8114,OSS,OSS,REP5,,75.00,17.00,,,,,,,,,,,,,
8116,Nome-8116 Cognome-8116,OSS,OSS,ADT,,150.00,-39.02,,,,,,,,,,,,,
8117,Nome-8117 Cognome-8117,OSS,OSS,REP3,,150.00,-54.50,,,,,,,,,,,,,
8120,Nome-8120 Cognome-8120,OSS,OSS,REP2,,87.50,57.00,,,,,,,,,,,,,
8121,Nome-8121 Cognome-8121,OSS,OSS,REP3,,150.00,-23.47,,,,,,,,,,,,,
8122,Nome-8122 Cognome-8122,OSS,OSS,REP5,,150.00,38.00,,,,,,,,,,,,,
8126,Nome-8126 Cognome-8126,OSS,OSS,REP2,,150.00,71.00,,,,,,,,,,,,,
8127,Nome-8127 Cognome-8127,OSS,OSS,REP5,,150.00,78.50,,,,,,,,,,,,,
8130,Nome-8130 Cognome-8130,OSS,OSS,REP5,,150.00,96.50,,,,,,,,,,,,,
8131,Nome-8131 Cognome-8131,OSS,OSS,REP2,,150.00,-4.00,,,,,,,,,,,,,
8132,Nome-8132 Cognome-8132,OSS,OSS,ADT,,150.00,-17.98,,,,,,,,,,,,,
8134,Nome-8134 Cognome-8134,OSS,OSS,REP2,,150.00,96.23,,,,,,,,,,,,,
8135,Nome-8135 Cognome-8135,OSS,OSS,REP5,,150.00,96.00,,,,,,,,,,,,,
8137,Nome-8137 Cognome-8137,OSS,OSS,REP5,,150.00,101.50,,,,,,,,,,,,,
8138,Nome-8138 Cognome-8138,OSS,OSS,REP3,,150.00,6.50,,,,,,,,,,,,,
8139,Nome-8139 Cognome-8139,OSS,OSS,REP3,,150.00,22.50,,,,,,,,,,,,,
8142,Nome-8142 Cognome-8142,OSS,OSS,REP3,,150.00,-20.48,,,,,,,,,,,,,
8145,Nome-8145 Cognome-8145,OSS,OSS,REP3,,150.00,86.00,,,,,,,,,,,,,
8146,Nome-8146 Cognome-8146,OSS,OSS,REP5,,150.00,-62.00,,,,,,,,,,,,,
8147,Nome-8147 Cognome-8147,OSS,OSS,ADT,,150.00,-96.45,,,,,,,,,,,,,
8148,Nome-8148 Cognome-8148,OSS,OSS,REP2,,150.00,158.50,,,,,,,,,,,,,
8150,Nome-8150 Cognome-8150,OSS,OSS,REP2,,150.00,130.50,,,,,,,,,,,,,
8152,Nome-8152 Cognome-8152,OSS,OSS,REP5,,150.00,47.00,,,,,,,,,,,,,
8199,Nome-8199 Cognome-8199,000,000,RIA,,150.00,80.20,,,,,,,,,,,,,
8201,Nome-8201 Cognome-8201,MEDSP,MEDSP,MED,,158.25,-20.47,,,,,,,,,,,,,
8228,Nome-8228 Cognome-8228,TECNF,TECNF,RIA,,150.00,0.00,,,,,,,,,,,,,
8229,Nome-8229 Cognome-8229,MEDSP,MEDSP,MED,,158.25,-139.67,,,,,,,,,,,,,
8238,Nome-8238 Cognome-8238,NEURO,NEURO,RIA,,139.26,-23.63,,,,,,,,,,,,,
8239,Nome-8239 Cognome-8239,000,000,RIA,,125.00,-63.50,,,,,,,,,,,,,
8241,Nome-8241 Cognome-8241,FIS.,FIS.,RIA,,96.00,44.50,,,,,,,,,,,,,
8242,Nome-8242 Cognome-8242,FIS.,FIS.,RIA,,150.00,23.00,,,,,,,,,,,,,
8243,Nome-8243 Cognome-8243,FIS.,FIS.,RIA2,,150.00,43.50,,,,,,,,,,,,,
8249,Nome-8249 Cognome-8249,IP,IP,REP5,,150.00,32.50,,,,,,,,,,,,,
8250,Nome-8250 Cognome-8250,FIS.,FIS.,RIA,,150.00,13.50,,,,,,,,,,,,,
8251,Nome-8251 Cognome-8251,MEDSP,MEDSP,MED,,158.25,-106.42,,,,,,,,,,,,,
8253,Nome-8253 Cognome-8253,FIS.,FIS.,RIA,,150.00,37.50,,,,,,,,,,,,,
8255,Nome-8255 Cognome-8255,NEURO,NEURO,RIA,,158.25,9.07,,,,,,,,,,,,,
8259,Nome-8259 Cognome-8259,FIS.,FIS.,RIA,,150.00,-32.50,,,,,,,,,,,,,
8260,Nome-8260 Cognome-8260,IP,IP,REP5,,150.00,69.50,,,,,,,,,,,,,
8262,Nome-8262 Cognome-8262,000,000,RIA,,150.00,0.00,,,,,,,,,,,,,
8265,Nome-8265 Cognome-8265,FIS.,FIS.,RIA,,150.00,22.50,,,,,,,,,,,,,
8267,Nome-8267 Cognome-8267,FIS.,FIS.,RIA,,150.00,28.00,,,,,,,,,,,,,
8280,Nome-8280 Cognome-8280,NEURO,NEURO,RIA,,158.25,-5.50,,,,,,,,,,,,,
8283,Nome-8283 Cognome-8283,FIS.,FIS.,RIA,,150.00,24.50,,,,,,,,,,,,,
8286,Nome-8286 Cognome-8286,TEROC,TEROC,RIA,,150.00,15.50,,,,,,,,,,,,,
8290,Nome-8290 Cognome-8290,FIS.,FIS.,RIA,,150.00,20.50,,,,,,,,,,,,,
8296,Nome-8296 Cognome-8296,MEDSP,MEDSP,MED,,150.00,0.00,,,,,,,,,,,,,
8297,Nome-8297 Cognome-8297,MEDSP,MEDSP,MED,,158.25,-42.40,,,,,,,,,,,,,
8300,Nome-8300 Cognome-8300,FIS.,FIS.,RIA,,150.00,23.50,,,,,,,,,,,,,
8304,Nome-8304 Cognome-8304,OSS,OSS,REP5,,150.00,-10.00,,,,,,,,,,,,,
8306,Nome-8306 Cognome-8306,OSS,OSS,REP5,,150.00,29.50,,,,,,,,,,,,,
8308,Nome-8308 Cognome-8308,FIS.,FIS.,RIA,,150.00,11.00,,,,,,,,,,,,,
8326,Nome-8326 Cognome-8326,FIS.,FIS.,RIA,,150.00,6.00,,,,,,,,,,,,,
8328,Nome-8328 Cognome-8328,LOGO,LOGO,RIA,,150.00,24.00,,,,,,,,,,,,,
8340,Nome-8340 Cognome-8340,MEDSP,MEDSP,MED,,158.25,-18.90,,,,,,,,,,,,,
8342,Nome-8342 Cognome-8342,000,000,RIA2,,125.00,-21.75,,,,,,,,,,,,,
8343,Nome-8343 Cognome-8343,FIS.,FIS.,RIA2,,93.75,-13.75,,,,,,,,,,,,,
8344,Nome-8344 Cognome-8344,IMP,IMP,RIA2,,133.25,-22.92,,,,,,,,,,,,,
8345,Nome-8345 Cognome-8345,IMP,IMP,RIA2,,133.25,-20.17,,,,,,,,,,,,,
8346,Nome-8346 Cognome-8346,FIS.,FIS.,RIA2,,150.00,2.00,,,,,,,,,,,,,
8347,Nome-8347 Cognome-8347,FIS.,FIS.,RIA2,,125.00,-2.50,,,,,,,,,,,,,
8348,Nome-8348 Cognome-8348,FIS.,FIS.,RIA2,,78.00,-17.50,,,,,,,,,,,,,
8349,Nome-8349 Cognome-8349,FIS.,FIS.,RIA2,,125.00,-22.00,,,,,,,,,,,,,
8350,Nome-8350 Cognome-8350,FIS.,FIS.,RIA2,,150.00,-21.75,,,,,,,,,,,,,
8352,Nome-8352 Cognome-8352,FIS.,FIS.,RIA2,,125.00,-6.75,,,,,,,,,,,,,
8353,Nome-8353 Cognome-8353,FIS.,FIS.,RIA2,,125.00,-22.50,,,,,,,,,,,,,
8354,Nome-8354 Cognome-8354,FIS.,FIS.,RIA2,,125.00,-12.00,,,,,,,,,,,,,
8355,Nome-8355 Cognome-8355,FIS.,FIS.,RIA2,,93.75,-3.50,,,,,,,,,,,,,
8356,Nome-8356 Cognome-8356,MASS,MASS,RIA2,,150.00,-20.00,,,,,,,,,,,,,
8359,Nome-8359 Cognome-8359,MASS,MASS,RIA2,,150.00,0.00,,,,,,,,,,,,,
8366,Nome-8366 Cognome-8366,LOGO,LOGO,RIA,,83.25,-13.50,,,,,,,,,,,,,
8373,Nome-8373 Cognome-8373,TEROC,TEROC,RIA,,150.00,6.00,,,,,,,,,,,,,
8378,Nome-8378 Cognome-8378,MEDGU,MEDGU,MEDG,,150.00,0.00,,,,,,,,,,,,,
8379,Nome-8379 Cognome-8379,MEDSP,MEDSP,MED,,150.00,0.00,,,,,,,,,,,,,
8384,Nome-8384 Cognome-8384,IP,IP,REP5,,150.00,8.00,,,,,,,,,,,,,
8386,Nome-8386 Cognome-8386,000,000,RIA,,66.75,-4.33,,,,,,,,,,,,,
8388,Nome-8388 Cognome-8388,TEROC,TEROC,RIA,,150.00,12.00,,,,,,,,,,,,,
9389,Nome-9389 Cognome-9389,IP,IP,REP5,,150.00,40.00,,,,,,,,,,,,,
9390,Nome-9390 Cognome-9390,IP,IP,REP5,,24.00,5.50,,,,,,,,,,,,,
9394,Nome-9394 Cognome-9394,FIS.,FIS.,RIA,,150.00,12.50,,,,,,,,,,,,,
9395,Nome-9395 Cognome-9395,FIS.,FIS.,RIA,,150.00,10.50,,,,,,,,,,,,,
9401,Nome-9401 Cognome-9401,PSICO,PSICO,RIA,,158.25,-1.83,,,,,,,,,,,,,
9404,Nome-9404 Cognome-9404,OSS,OSS,REP2,,150.00,31.00,,,,,,,,,,,,,
9405,Nome-9405 Cognome-9405,OSS,OSS,REP5,,150.00,14.00,,,,,,,,,,,,,
9411,Nome-9411 Cognome-9411,OSS,OSS,REP3,,150.00,4.00,,,,,,,,,,,,,
9414,Nome-9414 Cognome-9414,OSS,OSS,REP5,,150.00,16.50,,,,,,,,,,,,,
9417,Nome-9417 Cognome-9417,OSS,OSS,REP2,,150.00,14.50,,,,,,,,,,,,,
9420,Nome-9420 Cognome-9420,OSS,OSS,REP5,,150.00,16.00,,,,,,,,,,,,,
9421,Nome-9421 Cognome-9421,FIS.,FIS.,RIA,,150.00,2.50,,,,,,,,,,,,,
9428,Nome-9428 Cognome-9428,NEURO,NEURO,RIA,,158.25,13.33,,,,,,,,,,,,,
9429,Nome-9429 Cognome-9429,MEDSP,MEDSP,MED,,158.25,-16.82,,,,,,,,,,,,,
9431,Nome-9431 Cognome-9431,IMP,IMP,RIA2,,150.00,-23.75,,,,,,,,,,,,,
9434,Nome-9434 Cognome-9434,FIS.,FIS.,RIA,,150.00,-4.00,,,,,,,,,,,,,
9435,Nome-9435 Cognome-9435,IP,IP,REP5,,150.00,-1.00,,,,,,,,,,,,,
9439,Nome-9439 Cognome-9439,LOGO,LOGO,RIA,,150.00,-1.00,,,,,,,,,,,,,
9440,Nome-9440 Cognome-9440,OSS,OSS,REP5,,150.00,7.50,,,,,,,,,,,,,
9442,Nome-9442 Cognome-9442,IP,IP,REP5,,150.00,12.50,,,,,,,,,,,,,
9445,Nome-9445 Cognome-9445,FIS.,FIS.,RIA,,150.00,-13.50,,,,,,,,,,,,,
9454,Nome-9454 Cognome-9454,FIS.,FIS.,RIA,,150.00,13.50,,,,,,,,,,,,,
9455,Nome-9455 Cognome-9455,OSS,OSS,REP3,,150.00,17.00,,,,,,,,,,,,,
9456,Nome-9456 Cognome-9456,OSS,OSS,REP5,,150.00,-1.00,,,,,,,,,,,,,
9457,Nome-9457 Cognome-9457,FIS.,FIS.,RIA,,72.00,1.50,,,,,,,,,,,,,
9471,Nome-9471 Cognome-9471,IP,IP,REP5,,150.00,1.00,,,,,,,,,,,,,
9474,Nome-9474 Cognome-9474,TECNF,TECNF,RIA,,75.00,-2.00,,,,,,,,,,,,,
9475,Nome-9475 Cognome-9475,TECNF,TECNF,RIA,,75.00,0.50,,,,,,,,,,,,,
9478,Nome-9478 Cognome-9478,IP,IP,REP5,,150.00,5.00,,,,,,,,,,,,,
9479,Nome-9479 Cognome-9479,OSS,OSS,REP2,,150.00,17.00,,,,,,,,,,,,,
9480,Nome-9480 Cognome-9480,FIS.,FIS.,RIA,,150.00,-1.50,,,,,,,,,,,,,
9481,Nome-9481 Cognome-9481,OSS,OSS,REP2,,150.00,11.00,,,,,,,,,,,,,
9482,Nome-9482 Cognome-9482,NEURO,NEURO,RIA,,158.25,-3.17,,,,,,,,,,,,,
9484,Nome-9484 Cognome-9484,IP,IP,REP5,,150.00,3.00,,,,,,,,,,,,,
9485,Nome-9485 Cognome-9485,OSS,OSS,REP2,,150.00,13.00,,,,,,,,,,,,,
9486,Nome-9486 Cognome-9486,OSS,OSS,REP2,,150.00,-6.00,,,,,,,,,,,,,
9491,Nome-9491 Cognome-9491,OSS,OSS,REP5,,150.00,0.00,,,,,,,,,,,,,
9493,Nome-9493 Cognome-9493,OSS,OSS,REP3,,150.00,2.00,,,,,,,,,,,,,
9494,Nome-9494 Cognome-9494,MEDGU,MEDGU,MEDG,,150.00,0.00,,,,,,,,,,,,,
9495,Nome-9495 Cognome-9495,IP,IP,REP5,,150.00,0.00,,,,,,,,,,,,,
9502,Nome-9502 Cognome-9502,IP,IP,REP5,,126.00,0.00,,,,,,,,,,,,,
9506,Nome-9506 Cognome-9506,OSS,OSS,REP2,,60.00,0.00,,,,,,,,,,,,,
